id_sinistre,id_client,type,montant,date
52b626f0-6e7f-474e-9453-9e976d6acfbc,e7ac3d71-75db-4d24-bc4d-0166bfeda444,vol,1167,2021-03-06
63ee8da1-fccc-4d0c-9ae8-860797f81133,9a75ca8d-503f-4607-80c4-02b9f82410df,catastrophe naturelle,795,2020-04-26
462a3f6d-2a7a-4dea-80f1-990f97fda1a5,ab7bc823-023b-4525-8ddf-9de33e176325,accident,1526,2023-10-17
89f26c7f-f1bf-41b8-b90e-41904cd39fe2,0195dce2-6ec7-4178-9f25-4a7b96f65b01,catastrophe naturelle,3938,2020-01-27
d13164dc-08b7-4702-8167-9761a8f738b5,b80d6cba-4f85-4af8-8f5f-fc496300b582,incendie,1594,2024-09-01
d9c48c0c-91a7-46c1-8dce-93d505d25ada,900661ea-6758-433c-b8ea-e0e0681f0fc2,vol,6587,2024-02-14
3e6c2fcf-a72a-402b-a2e4-bc7cec80b166,1bc3e545-81c5-4cb2-8ca6-04f21772062c,catastrophe naturelle,7353,2021-07-02
7fd70a94-d819-4d92-80e6-4e25c48ebf55,2f3a320c-b1d1-4666-b81f-b1809a04b7a9,accident,137,2022-10-21
ff767a30-0ea5-4d61-8bad-75835ae8324b,af0b3b1b-09e1-49a1-bd8f-99f38b0cf266,accident,5891,2020-09-07
212d85be-e798-4f60-92b8-e9b891c11ed3,99fe6816-1ea0-465f-874d-8e2d73c0127b,accident,6731,2024-04-12
cc9b9a7d-9e58-456d-9dc7-37b90f932d67,af5a413f-465e-42a8-9adc-c7ba02e573fc,vol,6580,2023-01-16
cb670eab-aca7-471a-9531-679a50368aae,4ab01b19-215b-4125-8d5b-c29778523321,vol,3066,2023-03-14
a7e7b08c-e9fb-4e6b-9777-74ccb1c4a71e,82c111fa-35bc-4220-9f56-9b7df04236c2,vol,4733,2022-06-05
7db6bc7a-f82f-4418-9b89-820a5a6c60c1,be7b5959-d065-4889-9701-3a99eadcbeeb,accident,9879,2021-04-16
630f3bc3-b8df-4d9c-88e5-8d0ca6e19499,bbebe1ef-b4e4-4ae8-ba94-460901913650,vol,4318,2021-08-28
6c7fcd6d-1b74-453e-9c02-28ad2ea933f3,8921525b-f221-40ce-bc1c-b2cd718b3f34,accident,3235,2021-06-16
25db7b6f-4b32-494f-ba8a-a2ddc398f384,09109c85-8eb6-48b7-913f-b1541bc8622e,vol,1038,2020-03-18
d400f491-1167-4e28-b392-4fb5719e425b,a3ca5c90-5a16-471b-aea4-91087d839716,incendie,3675,2023-04-10
22a1df86-a6cd-4a87-9919-4864a1b2dd26,fdd56daf-c7f6-440c-af9e-e4e1ff05da66,vol,5528,2021-07-13
6fe82cd8-6edd-4d97-b7ec-7dc2d1713ce6,4cf5c21d-9d6a-4732-bdaa-82de04516e76,accident,1822,2022-04-12
8f1f4792-c0b6-4a90-a10f-4106d7839758,a5795cfa-b782-45f8-8842-f364f9decb5e,accident,2580,2023-03-18
de0ee9c4-92b6-4a7e-8a9e-580e9342d98b,dd9b95b4-d2a7-483c-abed-67b62e19093d,accident,5141,2023-04-03
4ab6082b-6665-487a-bcda-700ecb0ca98e,011302b0-9f29-4356-b783-a4e34e7d33fa,incendie,3608,2025-02-19
8d7ab5a4-c90f-488f-a6d2-68782d514107,5ff9abcc-a6df-4727-a173-0e75a27c6313,catastrophe naturelle,1848,2024-05-25
0b9b6d24-27b9-49ee-9f39-906a543b2967,99bc8c68-da6b-4faa-92ed-c5504ccd097b,incendie,8791,2021-11-26
71679004-74bf-4573-acc4-307df9d86961,2126d028-6c29-4c67-8852-6341cd2fd6ee,catastrophe naturelle,2470,2021-08-25
75b01acd-b266-4227-aecf-4aff15cbf3bb,57e953c5-5f06-464d-90db-b52b72666397,catastrophe naturelle,8919,2024-01-15
3f18f085-d384-4a78-bc47-7b2139ad1a8d,0b833245-87f0-46ec-96a7-f5494fed2678,incendie,9969,2023-09-01
86b1b153-50c3-42c9-a73a-e6fa1ef4e25d,83c1ee97-a9ac-4c65-b456-b7ed2848fccc,accident,2229,2023-08-15
9bab22c9-0e26-4c15-888e-eda3766c4881,b41f3753-4943-4ee9-aa11-08eab3a073e6,vol,2596,2023-11-21
97037020-744c-4c37-af3e-25a3b230ce5f,fd2bfb00-c383-4001-b9e9-9c4275f522da,incendie,1156,2022-12-25
e8051002-90fc-47a7-bc87-dd78f59a5878,dd9b95b4-d2a7-483c-abed-67b62e19093d,catastrophe naturelle,7381,2022-01-07
5233b630-921b-4e42-a5a0-dbe00c905534,387fb20b-7333-4e03-bd73-347ea814f696,accident,8341,2024-08-08
ecd8d26a-5064-4740-80a0-d9f00b4fe13c,d4b6d7a7-5b87-43e8-b690-2b58d7e8878b,accident,9887,2021-07-28
68258316-5d8b-4470-8792-285d9ac9e24e,b221a101-c7eb-4af3-8cce-8b2a9131dd22,accident,5387,2021-05-25
1b7bc12f-dea6-46c1-9336-1619f8a00b62,1bbf3ff5-f28e-4d49-8594-ca3919da8e65,accident,2012,2022-01-26
bf8af36c-a6b3-4768-b57b-fd13e42e1ff1,a555a2ec-3499-47c9-b349-5fa6b831115d,accident,7091,2020-05-05
3e713156-da3d-495f-94f5-8ad51890ff91,bd6685d1-2a98-4c12-be44-4654389abb5c,incendie,8529,2020-04-08
7d39c127-893e-47ce-8b2e-aefd19793c93,d7759ccc-0096-4bed-b6d7-0469a091d68d,accident,6024,2020-06-18
88cf77c2-4fb0-4b92-990b-a74186586d61,c3009fd3-25d5-400a-a290-e7d4c7bf36ec,accident,8413,2022-08-22
2afbe72f-3335-48e2-b90d-e849478ee551,b39c42f6-a5ca-454b-9a0f-cc5d6332436f,accident,5808,2024-02-05
1fd25d33-9312-4711-87a8-2d9c0a3712f2,6d3e8143-1b06-4814-b0f2-a22fe6043abb,incendie,5377,2022-11-01
3df0224d-91a2-4ad1-9236-b01a90e1679e,f88809e5-0a3c-42f5-b216-cc0d118a9b41,catastrophe naturelle,477,2021-10-30
edffc8b9-8f79-4097-9bfb-6770c66c67fc,e295e4cd-e28f-4561-b5c0-896683692c62,vol,6618,2020-12-07
081ef107-d17b-4a99-a741-4c885ff2905b,2910f5d9-69e6-49e9-9146-e773354b74a3,vol,6628,2021-11-07
420ac576-be17-4c42-a2f5-56fabbb33620,4407eaf3-c9f4-48d5-9c45-12b9f82d65d3,vol,4450,2021-04-25
487cefdc-5bee-4a61-8be5-e9e170d54acb,aaef406a-bfd4-4a55-8866-d6eab71330e9,accident,9474,2020-05-01
6c817f62-0870-4272-a8fd-ac0737b60f1b,54148363-1c8d-40df-be2d-7a417b66945d,vol,7393,2023-03-05
bb931c37-3c34-4be7-9bda-d775a223bd56,aa2d7fc6-2840-4fa0-ab2c-c3e24f6462d2,vol,5284,2020-06-12
e259e7e9-b7de-4903-90d7-6f4e76d9c355,160f6dcb-0fa9-4593-93b9-37cc27817ea1,accident,773,2022-09-13
c741f28d-61bf-4558-99d5-22040c5866ee,0c7063d3-59ee-425b-9612-30803c0fa607,catastrophe naturelle,1270,2023-04-28
df116d1b-ec55-4913-aa90-6691a007eaa1,17bf650a-a042-4fae-b8cd-89b5d16a5a45,vol,8400,2023-04-17
6ff47b77-7e9a-43d5-81b3-716550f7a5ec,d8eca8be-1e85-4a00-895f-8f2dbb6f01f6,incendie,8542,2023-01-26
1a870d32-03be-4e96-90e5-a31f90139d24,f28e3d76-3f3b-4c58-803c-52801819fb6b,incendie,5691,2024-06-03
c6c859f0-6830-4ec7-9ff4-98f40a3e3d8e,a555a2ec-3499-47c9-b349-5fa6b831115d,incendie,789,2024-07-21
232c17d5-106b-4d6c-b49f-8f4090d7a7c5,17c55f60-188b-4438-8a0b-fd12baaff20a,vol,740,2021-05-03
b781b6e3-dbf7-49ef-91df-71e0e47c3dbf,15993e63-f1d4-41cb-a056-42dff61123f4,vol,1761,2023-07-17
e54dd953-5a62-42ff-95d7-2e9475d6c3f0,4c7a6d75-22a1-41cd-aa1e-da56ac6b26c5,incendie,6914,2023-08-22
0be2b9ea-f139-4973-87a0-262fc60295b2,c3009fd3-25d5-400a-a290-e7d4c7bf36ec,catastrophe naturelle,7888,2021-03-08
ed56ca81-1b7e-4930-bfc8-730d05679e14,f7095aae-1112-4f31-8a11-7979bb4c0ffd,catastrophe naturelle,7205,2022-12-09
4a014bf9-aba0-4037-8865-65fe33f4d7c0,0034838c-dad3-4d3e-a849-99c925d0e33a,accident,6277,2022-01-09
c51f7950-0e72-4cf8-97c8-100b51818494,e88a706c-4be2-4fe5-b270-4bac1f9b4648,vol,5813,2024-10-10
e9c287c8-c9b0-40bc-b887-2f8ec4c5d6db,a400a9d3-11ff-4e8c-bec6-00ea6d9f274b,catastrophe naturelle,6154,2022-05-18
d6c84b8c-b2ff-4309-9e13-99491fa55d1e,c37adec4-b6b9-476b-a5fa-f526ef3a031b,vol,1820,2024-03-06
625cd0d3-79d7-46c8-a871-064015a527ff,e07994ea-ab6d-4ef1-9a63-f93b3b1e22f2,incendie,8738,2023-03-24
bad80542-b6bd-4e6c-926d-cc24dcc0bdd9,3a6fcf30-c203-44ff-8a77-96f18506d910,incendie,516,2020-11-04
ea4f0e2c-5dc7-4e5d-8dee-19763cf0bcb2,a40a5397-2670-4128-8622-714e668c1060,accident,532,2024-01-31
a9b9d2d9-6053-48f7-90e2-93d0e94104f5,a3c53031-ce80-4a7c-9757-f0eae1ce4bf4,incendie,4916,2022-08-09
39923600-6758-43ce-bda7-ea662fb85226,01a47fd2-59f2-4c10-8aec-a4c3d9d8eecb,accident,8054,2023-11-09
ac625a22-d5da-477a-ae5e-2c0c6d15a277,6036880a-b27f-42e5-a9a1-df5420b74d5c,vol,6302,2020-04-28
dcf84794-3d43-477e-9875-4e5649a39fe5,eb94dcbe-3b54-418c-89da-510ae68a1e17,vol,8286,2022-08-10
1345c845-7f30-4bf0-b65e-9313a2d53fc6,988c1edd-d608-4e03-af56-0fb2e534d0bd,accident,3166,2024-07-29
08ebf6e0-f36e-489e-a092-eef4136b748c,87b6afd9-f818-4c3a-bc90-757f344b16af,vol,3041,2021-11-27
f6694a80-2198-4c63-b009-23f0358f09e9,034fd2a4-7917-4a98-aa49-6a893d6a5115,incendie,5832,2024-11-01
a368da7c-5140-4764-97f5-35049f1fcac2,ef22588b-4899-4eab-914e-2d3daf1703a5,accident,9392,2020-09-28
75c804a3-adb4-4a72-9e1b-eff7f9480041,2fb3caef-55f0-48e0-829c-f90c8979d0a8,incendie,5702,2023-05-22
acc8eb28-7031-48be-a2a6-5bb47a22aa8e,1de75d0a-2897-4942-8cff-e84d1ee9d0e1,catastrophe naturelle,7019,2021-03-06
d228c32b-51e6-4cb0-9b91-d1c9d83c9df1,80a917bf-3870-4243-86aa-d9cd6c20d417,vol,1834,2022-07-01
d75d5cf9-3e66-47ff-8782-a12b30a7944a,8d2c8800-bf0b-4d3d-a0ae-05cb3b0613f7,catastrophe naturelle,1575,2022-08-04
99b22639-c44d-42ad-820c-01a74214bb6f,69a4f69e-28be-44aa-ac08-f2e6f87b6871,catastrophe naturelle,709,2020-05-14
c9fbfef6-aeaa-43b4-ab43-365f310b7d75,0b33d68e-f3d1-4e24-bda0-acc4c1cb22eb,catastrophe naturelle,5758,2023-01-25
99cd08d0-27f1-438e-b8b8-42b5bf421e50,ea6b39c5-a06b-4ecd-b20b-1a69e991b6b9,catastrophe naturelle,6199,2024-08-15
bf9b00e3-5212-4f42-a005-5f850e16c793,d97c7876-c235-4991-bcea-0cdf9fc36719,incendie,2165,2021-01-27
35d5e210-4d8e-4c26-a318-1ecb57f179c0,4407eaf3-c9f4-48d5-9c45-12b9f82d65d3,accident,310,2023-03-14
2500acd2-7341-4bd3-8bb0-62c632dadb8f,31907d76-d84b-4418-adfe-618bf8378d0c,vol,3626,2022-04-24
02e0ea40-b7e2-40c4-81fe-3631d5882e5a,972197b9-ec54-4ccd-977b-860dc1890154,incendie,7104,2024-04-16
348bf16f-4807-4dfe-8e4d-fb4a862cecff,dd9b95b4-d2a7-483c-abed-67b62e19093d,accident,4539,2020-04-06
4caa9549-a527-49db-9fd1-ec26ca5d0012,26bbcb9f-0721-47e1-ac54-2697ccd9c46e,catastrophe naturelle,4400,2024-03-01
e36e87d1-dac4-4bd3-8326-b3ba5fd91769,fb6eb64b-9d37-48b4-aaf1-1ce48da7349e,accident,1674,2024-05-01
aba6685d-bdd4-4b4b-a179-24871408d60d,451fe7b2-406c-46ba-88dc-3ce7bf78e1d2,incendie,561,2021-02-15
f172c8a4-8375-494f-9f86-63561c33ab6c,edb7db11-d84f-486c-b630-2fa03b85c7b4,vol,2135,2020-10-06
1869958a-c009-46b2-8a2a-f13775c23c0e,bb9ab04d-e78b-470a-bcfa-135e1cea3611,incendie,4802,2021-03-23
af92854f-54df-426a-ab47-ae752ea1f0d4,8d66f075-9bfe-49dc-9566-8d1e51eaf115,accident,4951,2021-08-20
2a2c7fce-4bb8-494f-8530-3d82265542ee,4373e3c6-0c8f-4a73-8896-121c59b0c9dd,accident,1288,2021-05-11
5cf833c0-3743-474e-a754-49806542033b,58eb27de-4408-4a37-a5fc-fba081fc2746,vol,6887,2023-03-17
ba96cc0d-0fa2-4937-81f6-3f80640f5bb8,f967f890-86b0-45fd-bdde-c3eb2c5a9182,incendie,5475,2022-04-18
a2b85731-60df-4b3b-9f8c-811198938f60,fc09551f-c1e0-4a54-9763-d54d290a6a00,catastrophe naturelle,5157,2020-08-18
13d5c9d4-aed0-4848-8f12-11cfdde89453,00809623-5c9e-474e-b803-d39334a2b9a9,catastrophe naturelle,2457,2022-11-26
c4d8610f-4ddf-423c-8509-b4a4c8fcee0f,737a223f-5564-45f4-8ba9-8ff0eb8bf184,vol,9961,2023-01-14
c4064318-952e-4663-aa68-3bcc85c2cb06,40e708cc-f298-4c2e-9311-d82167747888,incendie,4076,2024-02-17
b42c6d21-b088-4685-859a-8f04a97443a8,87bd07a1-d664-4ea9-bdd9-8525e004a393,incendie,1354,2020-09-30
b860b32b-b177-4d31-ba8d-111f5066f3d4,e956147d-3224-449f-83bb-38d261d7e2b1,catastrophe naturelle,165,2021-07-09
22426075-acd6-407f-af69-1a71741af620,10877adc-8d58-45dc-a7b1-3aa6dfc2f341,accident,9052,2024-01-26
f41ffeb0-b925-4712-954e-990b0e03f162,4c6c2141-ec1d-44d2-8ebe-57111543a355,vol,6550,2022-01-21
33f7db94-0acd-4560-9e64-1c9d3a75493e,b1365535-cfc1-457d-9f2f-736d81427cd3,accident,801,2024-09-20
8bfdc904-4c1c-48b0-bafd-8e7ac51298f6,a3d0d3b2-ab4f-4eb4-af62-75570277037a,accident,9005,2022-11-26
bcf941ba-245a-4085-a711-13ff8233fd5a,c7f8648d-1cad-44b5-98b5-32c17b9a19ea,accident,5960,2024-08-04
57f6ed0b-c73a-4761-9bac-5eeb02f0f1f4,06330813-5514-4850-8a54-e9d3e305ad7f,accident,3079,2022-07-18
c0fe8ce2-2bc2-4ca6-8884-32ed079a954b,e18eabca-5586-417a-ad28-e29ff25c9f09,catastrophe naturelle,548,2024-11-06
a7c74b28-0898-4664-bf98-444b1502936b,fd879c40-ba08-45ab-a5e4-984fa9d35de3,accident,4105,2020-09-03
3a676e51-66de-47fb-bc96-1e14320ae512,ba68a9e7-1940-4e80-bdfe-caaebad3d56a,catastrophe naturelle,2815,2024-07-23
05123462-8c51-42b1-a910-2654a636dbc9,e37cb8de-fbaa-42de-8e25-fb05c2c6513c,catastrophe naturelle,5451,2024-05-16
21359bbf-ec04-4520-8fd9-48897901ede2,0048eb5f-98f4-4dc0-aec1-192ea30e7c38,accident,5684,2020-04-23
ef44ee56-7799-499c-8445-3ecfddefe44c,fe893733-6e15-49fd-b1dc-cf141c5a4e4e,catastrophe naturelle,8047,2022-01-24
a4b5f798-f8ae-4488-b85f-5746ed98dd48,b7814343-3ae8-4d60-9901-42f8c356c314,catastrophe naturelle,1252,2024-05-13
5f23917d-272c-4f3d-91be-ef158598ae41,3a96e049-3b42-4f46-9fba-252eb102bc88,accident,1998,2021-07-10
