id_contrat,id_client,type_assurance,date_debut,date_fin
9dcc93d2-518d-486c-b2e0-30470d39604b,3b1fa981-725d-4d80-a3a8-af1e39cfdb0f,habitation,2016-01-20,2004-10-01
8e776f2f-ef98-481a-ab61-5e834dee54e4,3e8d5eb1-9333-4bb5-bdc3-f2fe4b835fdc,habitation,2002-09-07,2024-01-30
d1aa2cf0-0e45-4af8-a292-64582ee67745,fb02a439-d9f7-4d3d-bca8-84b52f3ae33a,habitation,2008-10-19,2020-11-03
7c6ed4d5-8b87-4ef4-8e18-03a22006e411,ff5805f1-222e-4029-8ea3-1392920d2d30,habitation,2022-01-25,2020-08-28
847440dd-2949-4fc8-b6e6-0f333ad2ed01,aa3dc2d4-5965-4c85-a704-c0fb6718e6f7,habitation,2013-12-15,2018-01-18
90a53318-5e36-4f47-b568-7f9316238c23,c92fc829-bf78-4614-9cda-56e6920603cb,auto,2007-07-31,2000-09-06
f432229f-8a7e-4972-abd6-13f4f925a481,655653ea-dcad-4b03-bad3-a9370b7c7064,habitation,2000-11-08,2019-09-04
02817ab0-dc07-4f80-b987-faa4d6f749da,232928a7-9e64-48ff-a092-6589d8e19dcd,habitation,2010-03-02,2012-08-02
7448caab-5ef4-46f9-92d3-86857e1b9cfb,fd2bfb00-c383-4001-b9e9-9c4275f522da,auto,2023-04-28,2015-02-05
fc9e352f-7c12-451b-bcea-c5983dfadce4,788ce912-0f44-4083-9b15-26ef41192513,habitation,2024-10-31,2024-07-05
f878003c-a9e5-4ec0-ba7c-e3642fa1e7f0,4f368f14-8bf0-4687-9f7f-b13464e437cb,auto,2016-06-18,2010-10-11
f9d7162c-6e0a-4dfd-8fa6-a92f31c793b4,a20638b4-a986-42e1-a2a3-2ab22ce76d92,santé,2008-07-20,2012-10-08
292e0348-0e1e-4ef7-81f4-41dc019b611f,6aec9903-0cde-4ff1-bc7d-d83325c2bf15,habitation,2011-06-11,2021-02-22
9eee1105-93b7-4428-9b78-13b68a783917,dba6b3bd-3922-429b-a15d-f1e19fa5a79b,habitation,2018-04-16,2013-09-23
165e2a7e-8efe-422f-a49a-852dfee21459,5ffae039-ac70-434d-ab7a-5cf3953ccc25,santé,2008-10-09,2023-07-14
15c5ae96-5ec6-4076-81bc-e468cd1c4b9e,6eb8cdbd-a0e1-4ae4-9892-0c66008b4d0a,santé,2020-04-01,2023-04-27
a07b0c56-5d45-466e-baf2-fe25525e1a62,e94a79ae-5b4c-49cc-826d-a61d50ac3f6c,habitation,2024-05-08,2015-06-22
47036e75-fecc-4805-862d-bc5a76a0bda3,7f599757-a796-4a67-98a5-fdf5b12dd168,auto,2025-02-04,2016-04-19
264f9c0f-a5e0-49fe-b9da-8517adee110a,973109d8-4362-43e0-9395-07f1e37177c5,santé,2007-08-21,2017-01-20
a23347a8-9737-42ef-967d-e81a04cef64c,f88809e5-0a3c-42f5-b216-cc0d118a9b41,santé,2024-04-21,2006-09-18
d3edcf3a-d9ec-40fe-93b2-6131bd8e2ef0,788ce912-0f44-4083-9b15-26ef41192513,santé,2022-09-02,2001-02-15
56d592d9-b766-4e22-b663-adfa3c0c06a3,3f88b609-c8a6-4fea-80a8-fb8a3bb3c038,auto,2013-02-16,2015-07-03
59769d94-1f3d-44d4-a192-b376d65c9ab3,f5afd398-01f0-426e-8a0b-2f4747643fe3,auto,2012-09-18,2000-05-07
8bdfd785-1d2e-423e-899d-d49a3170307d,3069b415-f806-4ed0-a7e2-f930a46054ae,auto,2011-06-22,2015-09-19
e4fdf787-51dc-4f70-92be-81530a6aec63,48976756-5ad3-45fb-b325-7aec9dbdaeec,habitation,2000-09-18,2008-09-08
85478799-2c88-427a-a58b-1abbef71f4a7,efa0dac2-fe6f-4532-a4e8-f2267c277d9f,auto,2014-12-15,2023-08-02
c347a8da-09a4-4ed6-91c2-7981aed83ec9,87f4e607-9c2e-40cf-8574-989dacfaab30,habitation,2005-07-28,2021-02-02
aae3090b-6459-42be-80b8-ab839a485c1a,d39fdf69-d370-4588-adab-52c7e2708c9f,habitation,2018-12-19,2018-08-07
adc987b9-882e-483a-aa64-0ab4ed0cf859,2a266160-16a5-4469-9bc8-daf7d52a62c5,habitation,2004-11-10,2007-03-12
8bc43bff-ae5a-4465-9d66-8c68194b441d,636750c1-0f0a-4a07-b4c5-1ab68ed5cb55,santé,2018-12-27,2018-12-23
00f48dfb-3890-44d1-8981-933edbff5f36,4cb8c6a9-202e-4db2-8c20-d9b21326ec84,habitation,2022-02-19,2005-04-27
38bca2e8-d528-4ee1-a8c2-1f488fdca5c7,8adbd30d-50d1-490f-9f56-3239dc4fbd09,auto,2018-12-02,2021-09-20
327a7f12-be26-4203-812a-2b520dbd09b4,80434666-d19e-453f-aec7-cee8f6e4176b,santé,2004-06-23,2022-05-01
246b5c0e-fa80-43ae-b69b-b53d220ed258,fdd46594-5f73-4bad-97ca-b4f1e68f373b,santé,2022-01-23,2007-12-03
66afcde2-53db-4fbf-bb5a-6eac94a93198,7a84ba43-0f6e-4772-9a68-b4e851063b9a,habitation,2017-10-29,2004-03-04
55e9d404-b554-42a5-9655-427089738d65,61cf6da6-5745-4e54-b5fa-00ad8a0705d2,santé,2018-01-27,2024-09-06
aa23a494-c18b-424b-921a-280066658c32,f5c54ee7-4b6c-4a1f-9666-2c529bbcf38d,santé,2006-04-30,2004-07-27
f4371553-3398-4d7c-9a76-3318516c4b66,8bf62307-3df9-4860-a5bf-05cee96ac1a6,santé,2014-12-05,2014-05-17
3a59006e-34c6-4766-a7e0-4c17ac68db71,94a01f04-4eb9-4b84-8e23-1ef0611bb34f,habitation,2003-06-27,2014-05-05
8765a4bf-baad-4dc3-b851-e798bd18952c,69ee4b71-9ba8-42ba-a0e3-cb8853319835,habitation,2000-07-21,2011-07-26
ad49134e-f63b-41ff-9d7f-b83dd6cdabe5,e3ea02da-228d-47b6-a1ed-42210e3cd266,habitation,2007-09-07,2006-01-22
3bed5909-d806-46b2-a3a9-d6f1677965cb,a3d0d3b2-ab4f-4eb4-af62-75570277037a,auto,2009-11-13,2023-08-13
71d7762b-975e-4013-b453-f4d18c9e8f5d,655653ea-dcad-4b03-bad3-a9370b7c7064,auto,2020-06-08,2019-05-23
78467b7d-a3ef-414f-8d9a-e2bd8bc65c02,a5ac6343-1d66-4a78-a28f-af696f3b6093,auto,2008-04-26,2018-04-26
f4b7799e-4377-4c4b-83c6-b9278fd8484a,e452d7fd-90ea-4458-af27-00a8918f1839,auto,2006-02-20,2011-12-15
4d528409-fc1b-463a-8a67-0e6c49001942,b0164e8e-bf19-494a-8cbb-2101b33e7cbe,auto,2015-12-31,2009-09-17
1d2c1554-2790-44ee-ad0c-8077044daa9b,f750813c-5b74-42ab-b658-1c65c5801d58,auto,2000-02-16,2000-02-11
aa0a9c94-70b3-41ef-8240-7c1f1fc82100,487c71e8-362e-4edf-836d-73601dd6c259,habitation,2001-08-17,2013-02-16
ae675af4-0116-4a2d-93d9-12331bc920bf,3a20caa6-9e3b-4f40-9873-4242b9e0bd4b,auto,2010-05-08,2009-07-15
0690e3d2-3c94-43ba-86fa-4304b8112406,f9b1d8c9-5379-484a-943f-1467c015b6c5,santé,2018-04-08,2017-11-17
e82fd1b3-4907-42e5-a6b9-6c37e870d725,63a75fb9-900b-4324-86f4-1d741e281e9a,auto,2000-09-12,2022-12-08
d39c4802-9237-401d-b61e-1bda23d290c5,bca7e431-eb99-4c8d-a675-4707763dc3f4,auto,2015-09-14,2007-08-10
4e543609-f5c6-4c68-8635-95c96ad1b73c,6036880a-b27f-42e5-a9a1-df5420b74d5c,santé,2009-01-13,2011-10-06
e018ef74-f562-4101-ba52-96196a014131,be52881e-2c17-4cb5-92a1-884e0043254b,auto,2004-05-04,2017-01-10
845f439a-bd47-4f8a-9842-e8bf4efe6d25,fb882639-6377-43bb-80b6-e6a67e3063e9,habitation,2022-07-29,2020-02-15
0212443c-4305-465f-9318-fcb6f12e7d29,8509330d-14a0-41a1-81fd-653c8da43442,auto,2018-03-12,2006-06-19
ed53a381-ecf9-4417-afbd-b22efc463f21,8bf62307-3df9-4860-a5bf-05cee96ac1a6,auto,2022-10-28,2001-08-24
2ee7d01c-f52a-4727-8cf9-8283df183567,687901c7-edca-4034-9ea6-640746e822f2,habitation,2000-01-21,2002-04-16
294095d7-57cb-4797-ae70-dc9ae54c973a,0dca5a2c-0a8a-4d42-a5d2-e35eebc1a2c9,habitation,2003-07-06,2002-09-28
ffa108f7-c0a5-4b0a-82ca-a3f523070114,3069b415-f806-4ed0-a7e2-f930a46054ae,auto,2002-05-19,2021-09-15
a93c3647-ca4d-4de2-bc17-9e12c80e1eff,9da67c89-ec2d-4b84-b5dc-048abc5478d0,santé,2003-01-02,2012-11-09
0714d55e-f420-4d29-abcb-b228866ca3b7,a2291b2f-d5e1-4bda-9a72-407e27dc15c9,habitation,2019-07-18,2003-12-30
92ca64ce-82a7-4112-8a88-7d196bbcfb75,1de75d0a-2897-4942-8cff-e84d1ee9d0e1,auto,2004-05-15,2018-09-28
85ed1326-53bc-4eb4-b892-0da35287c705,608cf09d-b6b0-4d25-8971-495844650e86,auto,2015-03-20,2001-03-26
7e7620a2-72a4-47fb-990a-5dcbaa273f63,9f44f539-76c5-4b53-8f1a-997b305e8759,santé,2018-10-07,2018-10-13
89778954-75de-44c5-8ebd-66c47433df33,bceb528b-3b6a-4ae2-95b0-f684fcd7c076,santé,2025-01-08,2020-06-30
49180b68-8dfd-4f28-a8f3-3830ebf370fd,bf57916d-57c4-4eab-833f-8f6ff504858c,auto,2021-12-17,2000-01-06
e6934125-1c88-419b-a49f-b96ffacee57f,9bacb3d4-3924-4d8a-a573-afc448a09cf7,habitation,2007-08-16,2023-08-03
3ac11aaa-fea6-417d-90bf-ced8e93bbaea,33d5fcea-c408-4e78-bc14-0f994471ed5e,santé,2009-04-24,2000-05-17
57cc77fa-34d5-408f-b807-c8a9544248ed,6f8372ea-ebec-429c-8931-76758bc5f1da,auto,2016-12-17,2010-04-16
786c796e-8d2c-4d64-82b3-f707048064a4,7406c90b-8591-4abf-b43c-e93c590d304d,habitation,2013-11-25,2003-08-16
77522f5d-cc1e-4863-922b-ee2355179340,4c6c2141-ec1d-44d2-8ebe-57111543a355,habitation,2001-10-12,2005-12-17
f9880b78-579f-4158-ac5b-a88512476dc7,ad8c34a6-9233-4c7d-878b-f53db0ec979f,auto,2008-10-27,2019-10-10
697a92a4-af96-4596-88f7-72fe9afc0fb4,f974db15-7957-4531-afbc-34b1a730d3de,auto,2000-07-15,2005-01-30
e1c00199-e352-49e4-8a3b-da7a3d946461,761ec99b-2f98-4c55-a95d-9c09cbcb2ba5,auto,2000-07-18,2001-11-22
78cce747-68a8-4bb6-a26c-e111dbd177fe,9781ad3b-410e-46dc-8a56-29c418725ede,auto,2005-12-08,2006-04-17
ec46cb5d-15d6-467a-ba9c-cdaac6e5ad56,55679c30-4721-4a83-8c84-c80cdde0e046,auto,2003-05-27,2009-12-13
120cc7f6-0fa0-4af1-bf5f-7130163b3e80,9362f934-868e-41ac-9990-0f73f55a4ade,auto,2008-06-28,2006-01-24
a704d789-8297-4123-baa1-a75c0d613d0b,af5eed91-457f-461a-a98b-1a5ef469f0f8,auto,2023-04-21,2007-01-24
6284ddb3-0239-471d-9bc9-00c5e458760c,23262019-0244-497b-8441-dbae000d51ed,habitation,2001-12-08,2022-10-09
25fc1001-6f9b-4976-b60b-688d0c8bcba1,87d91870-627a-4928-9465-591e31cfc573,auto,2019-07-23,2005-03-24
dcf632fe-b149-4c56-9246-d02ff9ec3d0a,ab99e7de-5521-4515-b662-bb1f104cf5af,santé,2002-03-23,2016-12-20
f99ad143-233c-4016-98b7-57cd3261bf7a,1c05b925-f9bc-4f02-9d3e-0ba430593ce8,habitation,2019-08-03,2004-04-28
93f02efb-86f2-4c71-89a1-ae9a95aa5f6e,b00010c1-5d1a-4d60-8cf7-acaea40f288d,auto,2011-01-10,2006-02-06
3efb6b56-5fa7-43d7-972c-3fbac192d012,bd06c3dd-8bf0-4e78-9837-dafbe2cd4749,santé,2019-11-18,2013-10-27
e230b2b5-e15b-4a15-9511-6d67dba93128,7c54db59-0d4a-4450-a586-d769497633cb,santé,2001-05-02,2011-06-05
8671722f-c03a-4d7e-b314-e2168c2b89f8,35212f16-29c6-40f4-9bc1-8271d4a66f56,auto,2020-08-13,2014-06-03
273491e4-c52b-47ec-854a-ca10c83485e5,119ba3e5-b588-4f97-b4d2-63dd8b4d2589,habitation,2024-04-01,2017-11-27
5a51a7dd-54f0-4183-911d-29935ac5d274,7d6af9b3-7895-4a8a-9462-541d8f68993e,santé,2004-08-18,2005-05-17
8d765ee4-3c03-48dc-8add-c7e9fa6918d7,a22077b7-3312-4e9c-ae7a-7d0149a96d51,auto,2010-10-25,2019-12-26
89e73a3f-7435-4bc2-b421-49bcde18c0f8,ae19ddfc-2b94-4508-8d25-dd790914c18a,santé,2008-10-28,2003-05-25
7a8a243b-3fd8-42c1-ba9c-e27667bdd70d,11b6de08-d2d5-44ac-9533-5a5e4f8a5394,auto,2023-04-29,2008-09-10
c404a77b-5124-4521-896d-5a6b2272deef,3cc46068-d869-410c-9f7b-2c13fab5a79c,santé,2022-12-20,2002-02-03
ffb4a233-85e5-4943-bc7a-115dcb4dd819,8e82704d-b24e-44c8-9e5c-f1537ef3ecbb,habitation,2003-11-27,2011-08-02
c7e86e56-e8e8-46a3-a671-47853af1a9e3,fdd56daf-c7f6-440c-af9e-e4e1ff05da66,santé,2018-09-21,2010-11-08
2adbfaa1-b47f-45a7-be16-d60faeddf65b,06a7bec7-7c19-43ea-8cb3-fa212eb9a187,santé,2019-05-11,2022-06-14
e0b0867c-7e72-4712-aee7-8dd77314aa81,142c7690-4cae-4b2c-93f8-8ea22081d77b,habitation,2016-04-14,2010-05-09
a0850ada-8e0f-4c22-ba8a-9e38f301a0ae,2a266160-16a5-4469-9bc8-daf7d52a62c5,santé,2013-12-22,2022-08-31
c846d602-e66f-45a5-aa10-3aac95a11a6e,2e27ad1d-3c72-4508-82e3-6b0c10d3f262,auto,2023-08-21,2015-12-31
82a90436-0260-410d-bfb5-897071f5eee6,61cf6da6-5745-4e54-b5fa-00ad8a0705d2,auto,2007-12-14,2019-11-06
2cbd27b3-f00c-466d-b576-254382b4cd94,42c39887-6f6e-446f-943a-b7671501b5a4,habitation,2007-12-23,2000-08-11
1ce9ff8c-b6de-473c-99fe-28b2832ff85d,6036880a-b27f-42e5-a9a1-df5420b74d5c,santé,2010-02-09,2003-11-28
bec97b79-22ce-4f0f-8028-cb2dd431e0f5,c951a395-cabd-4911-8646-135f4ec4fd65,habitation,2019-09-08,2015-01-08
9127c18d-4141-4124-a192-f08be5aa1993,df180cf1-959a-48e8-aa30-c64f762d6bdb,santé,2012-02-01,2015-07-06
afd1f542-ba4d-4ebf-898b-a2a8649ed5a0,685944d8-d299-4ae8-863c-a60bcf5ff911,santé,2001-10-01,2004-07-16
e4d425e8-56ba-4646-a0de-6b3e2a0f09aa,79f21308-ed5e-40dc-8064-f98034b81f7a,habitation,2014-10-12,2025-02-14
5f0b2cf9-1c3c-42a7-868f-f65084039668,bf5b3481-de0e-4f84-9e88-7df29a0c0bde,santé,2024-04-18,2000-08-14
a05be750-0108-421e-a6f2-f3d9ff87ac66,f0ce1f82-748f-4b9d-81d8-672ea9b35864,santé,2020-08-14,2006-05-17
07942209-361f-48d8-8f05-8307a218798f,d61ab7c4-0da7-42b1-9423-fcdab6b96941,habitation,2009-03-08,2010-02-03
f3d30546-10f8-485e-8233-11c5f06b198e,17c55f60-188b-4438-8a0b-fd12baaff20a,auto,2015-11-17,2001-02-28
6ad1c69d-3327-41db-9a58-49b166f3f4b2,988c1edd-d608-4e03-af56-0fb2e534d0bd,santé,2017-12-02,2009-11-04
f178bba4-eebc-49dd-b692-0679f7ecb10a,3ac3d024-a430-4a10-a40f-60553d41a7c5,santé,2000-06-25,2017-01-05
7e0d12b5-8840-467b-b719-60a1ff1b84f9,1edc7b80-e511-4856-a441-bd79718f8aa9,habitation,2003-06-06,2008-08-31
362c669a-6a4d-4d54-9e03-5b91aa2f4dc2,3afe1991-41e8-46e8-972a-da33ca29f3fb,santé,2012-05-05,2005-11-18
d5742286-5a74-4fd3-be6f-ca56916679dc,b51f3176-6436-4936-a6a6-9f779bb6b3be,santé,2002-09-01,2020-01-03
0ce0c706-5f12-404f-8367-380560244aff,cb4e0c53-9f02-4bc0-b4b9-8f029a0e1557,santé,2000-06-18,2016-09-29
e614d7d1-50a4-4cfa-b139-c74c9ace8990,d05dae90-e889-4bcd-a821-74f345dd4e97,habitation,2005-04-14,2010-01-14
5ebadebc-6d95-4e6c-969c-f6552e4709b6,d752b8d6-ba87-4685-ab3e-a9277b4a9c95,auto,2006-06-29,2025-01-10
f1114cea-52fa-44b8-8a22-777ca1247f98,e4a2dda3-781c-4c7c-9002-959499101c15,auto,2024-09-05,2018-06-01
fe004a98-1ffd-4437-a773-b99ee2acda64,053ae5c6-7207-4802-8df7-3f263a3a3141,habitation,2018-01-09,2005-11-12
fa64eda7-f2ca-4a1b-adb9-a39f34c9af83,e7ac3d71-75db-4d24-bc4d-0166bfeda444,auto,2015-02-04,2011-02-27
c479021e-072f-4fc0-8ba6-8a605c88bfc7,9f44f539-76c5-4b53-8f1a-997b305e8759,santé,2010-11-02,2018-04-05
a9e06ee7-abda-4be6-961a-5df5c096baa3,35212f16-29c6-40f4-9bc1-8271d4a66f56,auto,2021-10-10,2019-05-07
885185ff-a7ed-428a-b4f6-0ca4e815264c,6c7db2f5-4928-412b-b8c4-c1f2a6abecf1,habitation,2004-01-02,2011-08-26
d7116615-7ab1-4dde-b4e9-4906674bc63c,a3d0d3b2-ab4f-4eb4-af62-75570277037a,santé,2013-07-15,2016-04-01
fb44fece-6944-4846-89ea-8a05ebc4760c,e545e21d-76c7-4f78-ae19-0213b8e1e01c,santé,2009-06-10,2003-04-12
c899ed9b-1095-4ab2-a12a-675ac43a83f8,3f345d71-0e43-4a28-80d1-be50e8f9b967,santé,2016-03-15,2002-01-03
c5e5de5b-7a61-4f15-b25d-58192e74a332,2a599f14-2c6e-4a0d-84bf-35d572258cb0,auto,2022-10-05,2023-03-05
b036e078-37d9-4065-8821-6344096222b3,f13e9b0b-96f2-4c93-ae9f-d33fb6a586d6,habitation,2010-05-25,2010-09-22
8ec2c437-60b1-4b3d-b34e-2e87a17ba480,636750c1-0f0a-4a07-b4c5-1ab68ed5cb55,santé,2021-09-30,2017-05-24
40162c45-d61b-41e0-8915-38746e1919a0,454b5a52-97bb-4f35-bd82-1dd682b1a64e,auto,2009-07-09,2003-11-02
74cb81ff-cf02-433a-83bf-a517dbb77500,9794afd5-f2ec-4275-aaa0-44e3af89fbbc,santé,2003-07-18,2003-01-03
61e46b0c-4d90-45b2-bc08-165c237c612c,bde6de61-7e00-45a6-83a5-384d67f92f0a,santé,2006-08-19,2013-01-08
05582d2e-bcaf-4622-aec4-3a0582157ec5,af833ccf-7e84-402c-95f3-2b4c69eb7c3a,habitation,2017-06-01,2020-03-17
03b32d55-03e0-41a8-a5d9-144a6ae371cd,12a51fec-3d22-4971-9c60-f70be3889069,auto,2015-06-15,2024-08-09
b96588a8-be67-4836-a646-9112f969e9df,9163f27a-9a44-4459-a354-bb8c26d79290,auto,2005-02-10,2011-09-16
95f1de7f-533c-4763-80ef-2b5252c81bfe,0afc2f4f-f533-4999-82bd-82dbf2c40691,habitation,2011-12-26,2000-09-09
706709f3-3749-4c01-8a50-1ff023e82f3e,652380c6-0aee-4044-989a-8aaee5b54de5,auto,2019-07-13,2005-04-13
875960a0-e171-46ea-b27d-d29f327f5767,4f1f3eab-87e9-4491-8950-7ab1ddb07adb,auto,2022-09-23,2020-01-23
d4e978cf-d4df-4d30-8632-9184678632d7,47c6af02-5c08-4e37-ae7e-6384a3c9f68f,habitation,2025-02-16,2015-07-31
78ad4b1e-ba15-4f75-9fdc-dbdbb72e15cf,8ca73827-78de-4b1c-bb04-5284174608f7,auto,2001-10-12,2003-10-23
43b6b58e-f00c-455e-9977-c1b084956ef8,9bf2f1b1-ddeb-4cec-9df4-19a28387cc8c,santé,2000-04-07,2013-12-10
a5ae7ab4-d919-4b61-9761-e2f20d511d43,1f140daf-c3ea-4237-90c7-d820ed765e71,santé,2015-06-21,2002-08-07
8b817442-088c-480d-bd7e-7296852ec156,99bc8c68-da6b-4faa-92ed-c5504ccd097b,auto,2018-06-14,2017-12-27
d2bb2b70-1ebf-401b-8eb1-63e9ef40b973,0e83784f-1a86-438f-a0ae-a3893722bc6d,auto,2021-11-21,2008-10-02
c5e3392a-2b51-4167-a070-8f01c7c41e3e,59fa7a3c-80df-451e-bab8-a9b1191f0a04,auto,2021-09-02,2022-12-01
0af62090-173c-4d2c-aab1-483913faa843,b1d37c93-3a5d-4e9e-89f8-34a2b4b1156d,habitation,2006-09-22,2013-06-29
45608782-5c54-43b9-8639-af3d870f4fa6,2e27ad1d-3c72-4508-82e3-6b0c10d3f262,auto,2020-11-17,2004-07-26
b8df4fea-1c0a-4be1-aca7-7a6dee8c9579,b80d6cba-4f85-4af8-8f5f-fc496300b582,habitation,2002-12-26,2011-02-15
cdb1412a-35b5-441f-ab90-ba5c4251590b,22b27cee-67a2-4c49-952c-86c2ba11b536,auto,2010-03-25,2004-08-07
cda9eaf1-3c52-4009-b520-e2a480e0eafe,8d66f075-9bfe-49dc-9566-8d1e51eaf115,santé,2021-11-20,2002-11-29
406c9fb1-4f23-4d51-8cad-397470f00cb4,15e50e42-f00d-4ba9-a657-75f2896ea4f7,santé,2016-11-19,2010-12-16
f4d0233f-33ef-4ef7-87d3-369187036363,0034838c-dad3-4d3e-a849-99c925d0e33a,auto,2023-01-22,2014-03-05
ecd44e80-98ba-49b9-91b3-9da9941a997c,e2a974b1-8ab3-422d-9835-b6661664505d,habitation,2004-04-10,2015-05-05
0e72d030-d6ae-4a40-bb15-b2bf656e86a8,a24045d1-034d-4000-8724-a7eaa337b14e,auto,2007-03-04,2019-05-19
ca99a2fb-5c83-4474-ac25-d3cd9153a855,ab46b1fb-d9ce-459f-a6cf-b98f9f7fb1a8,santé,2009-06-11,2019-06-02
29d87cf1-69e1-4d10-bfc2-5abf3044a996,3352682b-ddf8-4b12-88ab-0aa71fa1fe85,auto,2007-12-30,2005-10-08
31af1b7e-2328-420d-a6a8-8e5235efe6e1,473355ec-fce3-4ae2-80a8-7886684f6495,habitation,2006-05-06,2007-05-01
53b3a536-106d-4e6d-8f08-11ecaaa078fd,2b3acdd2-d867-480f-a7c8-d425cd92fd26,auto,2008-10-18,2018-06-21
e1b7db59-0a4a-4fa6-8d61-e69fac1899a6,12848a90-31c2-42e0-a064-ba0269fca7d0,auto,2001-11-29,2003-01-27
caadb213-d058-440c-a976-30cafca19e52,6fcacb45-2348-4a1e-abcd-d990fae6f382,santé,2013-11-05,2002-05-12
fdf1dcb5-767a-4ee3-89d2-ac5f019d6f5f,4ed255bb-dada-4e12-ad9f-0af848d4898c,habitation,2010-10-04,2006-07-18
b0d97cff-f2c6-44bd-8384-cc3c3f21f86c,160b3490-1c30-4c9a-9692-3ef8c9a54230,santé,2012-02-27,2010-03-14
b1b48b92-d142-4b22-902a-756f68ebb6a2,d6ec17bf-c7d6-4ea1-b5d5-7391f499a603,habitation,2002-11-10,2022-10-10
2a72d748-e375-422c-8904-81ed3dc758e3,02b5d3a4-ad21-48a6-ad29-5fcb00de6379,habitation,2006-04-01,2002-02-04
3dade8d3-3d5e-4926-8db6-5e356ef19f92,807482e1-2225-4322-b691-54862133a96d,auto,2020-09-20,2015-02-20
55e3635a-4399-4488-afb3-a286fbb918b4,034fd2a4-7917-4a98-aa49-6a893d6a5115,habitation,2006-01-17,2005-12-04
c6c713db-b4fa-4307-abff-2a66aa195739,232928a7-9e64-48ff-a092-6589d8e19dcd,auto,2000-03-06,2004-06-24
d3044b70-9465-4818-95e4-59ca9f49c925,7e3946e7-6c59-42db-a612-49524bd29df9,habitation,2000-06-05,2023-10-28
c943d247-38a7-49a3-9418-f3e4c535afef,94a01f04-4eb9-4b84-8e23-1ef0611bb34f,auto,2002-08-12,2005-10-29
194914ed-bc6a-4c95-8b1b-81ab0f1616be,f7b49820-9eaa-488b-8377-0c4774146bc0,habitation,2012-02-08,2001-11-29
0fe0c9c9-fbbf-42d9-8d92-78d3b832ad4e,1e0b5d6f-d64e-4d88-8c55-b864d47737ee,santé,2019-08-08,2015-12-12
f3569a11-a4e2-4b61-aca7-4dca1c0cb68a,47c6af02-5c08-4e37-ae7e-6384a3c9f68f,auto,2009-08-09,2023-03-09
c77ac29c-82f7-4686-bb35-b58a60e40359,09dcebe8-cdb1-4984-a570-2c960fea8c9a,habitation,2010-07-23,2008-05-28
65a9aba6-ecef-4350-a31a-d8cdc0dd50b4,d448c0d0-3fe1-4d86-9946-b947d74d77be,auto,2022-01-04,2004-09-22
a6c35b48-4bb9-4f00-858a-31b17e561aa9,e4f5d435-df5d-4f34-8ff0-a3f6af8dd7da,santé,2005-07-18,2022-01-21
06d94810-9568-4394-8750-7e327560ac51,0bd31f7d-9ff1-40c7-b85b-66cf6065ad90,habitation,2004-08-11,2019-05-26
84a2b509-43c2-4997-b108-ab918633f5ab,72b81f58-9ddc-4745-9fd9-5b88647f818a,auto,2021-01-17,2016-03-28
ebc68dc4-c6d8-40be-a45f-919bc8e4bb0e,912892ba-f2da-4e1a-8e5f-cc6cfb5303c8,habitation,2008-11-08,2021-07-03
3c101560-55f6-4ef2-a7a5-eb8047bccd0f,2b68bc2c-30a0-4327-8fa9-cbf70ea7db2f,habitation,2004-08-08,2000-04-02
